Price,Close,High,Low,Open,Volume
Ticker,MSFT,MSFT,MSFT,MSFT,MSFT
Date,,,,,
2010-01-04,23.211441040039062,23.32393561889907,22.9414529064181,22.963952394368572,38409100
2010-01-05,23.21894645690918,23.323942668633975,22.97895756801812,23.13645117038201,49749600
2010-01-06,23.076448440551758,23.308937442371484,22.888956987047983,23.158943707389955,58182400
2010-01-07,22.836454391479492,23.02394580214699,22.64146315273178,22.971447005585496,50559700
2010-01-08,22.993953704833984,23.158945683031774,22.67896797885901,22.708967300593002,51197400
2010-01-11,22.701465606689453,23.06894868508735,22.588971020313977,23.031449535998007,68754700
2010-01-12,22.551471710205078,22.79896037064254,22.431477294868507,22.611468917873363,65912100
2010-01-13,22.76146697998047,22.888961249322268,22.50647844129687,22.693969929714424,51863500
2010-01-14,23.21894645690918,23.323942668633975,22.69397112007164,22.73146884754339,63228100
2010-01-15,23.143943786621094,23.428930145720365,23.031447778384326,23.308935738684234,79913200
2010-01-19,23.323932647705078,23.42892738387317,23.008947008754806,23.06144437683885,46575700
2010-01-20,22.94145393371582,23.20394224977395,22.73146299478007,23.10644589473561,54849500
2010-01-21,22.506467819213867,23.03894270840018,22.498967991563177,22.956447465134303,73086700
2010-01-22,21.71900749206543,22.64896628337057,21.629012402872128,22.49897256078686,102004600
2010-01-25,21.988994598388672,22.24398305666025,21.824002655573096,21.928997398233363,63373000
2010-01-26,22.123991012573242,22.386479327625224,21.816505150224025,21.899001845640825,66639900
2010-01-27,22.251482009887695,22.363976576946467,21.764004599002334,22.011493218710044,63949500
2010-01-28,21.86899757385254,22.40147391297538,21.666506511209516,22.37897442919974,117513700
2010-01-29,21.134033203125,22.438973321577983,20.744050704153942,22.423973664591554,193888500
2010-02-01,21.306522369384766,21.35901973199064,20.939039400697826,21.29152271422713,85931100
2010-02-02,21.34402847290039,21.374027795016445,21.104039617757596,21.27653285903209,54413700
2010-02-03,21.47151756286621,21.591513392001353,21.089036311073563,21.19403105231499,61397900
2010-02-04,20.879045486450195,21.374022740747613,20.85654600018356,21.28402622612714,77850000
2010-02-05,21.014036178588867,21.20902740367468,20.676551090854613,20.99903652347938,80960100
2010-02-08,20.789052963256836,21.059041128508984,20.676558371217222,21.00654374758692,52820600
2010-02-09,21.006532669067383,21.254021213211452,20.81154147815909,20.976533364106604,59195800
2010-02-10,20.991539001464844,21.179030419588443,20.879044436679884,21.0215383149787,48591300
2010-02-11,21.089035034179688,21.29902450394815,20.774049399081015,20.946541157946818,65993700
2010-02-12,20.946542739868164,21.044037653845663,20.684054452388008,20.856546224280706,81117200
2010-02-16,21.36094856262207,21.37601835958045,21.112302661348583,21.19518367034979,51935600
2010-02-17,21.54178810119629,21.586996068129398,21.368489697006577,21.49658013426318,45882900
2010-02-18,21.828107833862305,21.873317239365203,21.48151101448584,21.541788784687633,42856500
2010-02-19,21.67740821838379,21.790428827064563,21.61713046461171,21.692478016110563,44451800
2010-02-22,21.647279739379883,21.8055098224963,21.58700195465357,21.73016223230447,36707100
2010-02-23,21.34588623046875,21.72262266336593,21.165052915134357,21.609602020923866,52266200
2010-02-24,21.57192039489746,21.69247733579575,21.383552240625395,21.489039384269528,43165900
2010-02-25,21.5493221282959,21.586995193023718,21.112307966630823,21.300676164540516,48735300
2010-02-26,21.60206413269043,21.737689459720904,21.481508605804507,21.58699433254588,40370600
2010-03-01,21.86577606201172,21.888379321139638,21.496574645860797,21.677407904559107,43805400
2010-03-02,21.44383430480957,22.07675154541261,21.27807081308411,21.91098805368715,93123900
2010-03-03,21.44383430480957,21.556856369809243,21.36095327751447,21.481508805521212,48442100
2010-03-04,21.57192039489746,21.586990192151617,21.300671229997462,21.443829992507055,42890600
2010-03-05,21.54178810119629,21.60960077016363,21.413697663939686,21.594530968807476,56001800
2010-03-08,21.57192039489746,21.797963042304918,21.47396958701537,21.489039384269528,39414500
2010-03-09,21.70001220703125,21.933589768240175,21.51164404052183,21.519178939638415,50271600
2010-03-10,21.828107833862305,21.933595009566996,21.700017392541568,21.745226798044463,44891400
2010-03-11,21.986330032348633,21.99386493057672,21.737684139361296,21.767822295138757,35349700
2010-03-12,22.054157257080078,22.137038318103702,21.880858794688322,22.09183033598756,31700200
2010-03-15,22.069215774536133,22.12949353223601,21.858242904019008,21.986333318773134,37512000
2010-03-16,22.12950325012207,22.219919207809337,22.001412779118663,22.167176326302474,36723500
2010-03-17,22.32539176940918,22.506226452124316,22.152093422036632,22.22744096697879,50385700
2010-03-18,22.310333251953125,22.393214294529667,22.227450772241063,22.3254016178808,43845200
2010-03-19,22.29525375366211,22.52882985102758,22.114420506946754,22.423344149727345,81332100
2010-03-22,22.302797317504883,22.378144892195753,22.14456726694052,22.227449742814017,37718200
2010-03-23,22.51376724243164,22.528837043752944,22.159635534193193,22.295260871814193,42026600
2010-03-24,22.340473175048828,22.491168343241874,22.302800101568383,22.393216052775703,33987700
2010-03-25,22.611711502075195,23.033655729620346,22.453481518536485,22.476086212509113,73168700
2010-03-26,22.34799575805664,22.754871625610118,22.295252909403747,22.671989185078516,55595500
2010-03-29,22.29525375366211,22.468552102122462,22.265114160642103,22.38566965845234,33336000
2010-03-30,22.430883407592773,22.498696067932794,22.227445426572718,22.325396248655426,34954800
2010-03-31,22.069215774536133,22.393207823963532,21.978798419418762,22.332930066263657,63760000
2010-04-01,21.971271514892578,22.257592046003623,21.56439686165008,22.1144317804481,74768100
2010-04-05,22.054157257080078,22.174712834147023,21.873323891479657,21.94867004929462,34331200
2010-04-06,22.091819763183594,22.287722841445152,21.83563892523657,21.96372934421008,47366800
2010-04-07,22.11442756652832,22.272656168989936,21.95619752693135,21.971267328252083,58318800
2010-04-08,22.54390525817871,22.589113221825013,22.076751510049434,22.09182131030995,63713800
2010-04-09,22.860363006591797,22.913105868357924,22.528834599173727,22.566509098388963,54752500
2010-04-12,22.845291137695312,22.973381549154933,22.762408684064066,22.792548280706363,37068800
2010-04-13,22.9432430267334,22.98091608480529,22.702130568814134,22.717200366896908,41374600
2010-04-14,23.222030639648438,23.35765596876355,23.10147511090951,23.19942737621943,68941200
2010-04-15,23.259700775146484,23.31997852820286,23.139143831898743,23.22202628127688,52745400
2010-04-16,23.109010696411133,23.342586860627755,23.056267830665636,23.19942806421435,88703100
2010-04-19,23.387800216674805,23.54602884065897,23.176827280893704,23.18436218257898,64970300
2010-04-20,23.628910064697266,23.68918783783637,23.455610209428794,23.523422883852223,52199500
2010-04-21,23.606298446655273,23.734388856700647,23.530950893016517,23.606298446655273,55343100
2010-04-22,23.651506423950195,23.75699357398753,23.28230499165717,23.387792141694504,84847600
2010-04-23,23.3275203704834,23.794674202351164,23.09394417311727,23.448077357042425,126766600
2010-04-26,23.440542221069336,23.568632670692384,23.25217399733753,23.357659742743984,63649300
2010-04-27,23.244630813598633,23.546019576754087,23.169283263526022,23.31997836367124,68730900
2010-04-28,23.289840698242188,23.357653355211998,23.071334365777876,23.297375597587177,64557900
2010-04-29,23.357650756835938,23.681644206952992,23.10900485465179,23.30490790442338,52665200
2010-04-30,23.01106071472168,23.417935292016537,22.995990913342332,23.410400391326863,63214800
